Unidade,Segmento,Família,Código Produto,Produto Descontinuado,UF Origem,Data,Substituto Direto,Indicação,Subs. Troca Expressa
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671019,CLEAN 50/12V INOX SEM SENSOR,SC,out.-17,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671021,CLEAN 100/12V INOX SEM SENSOR,SC,out.-17,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671023,FECHADURA ELETROÍMÃ CLEAN 100 24V C/ SUPORTE,SC,out.-17,-,-,-
CONSUMO,Fechaduras digitais,Fechaduras Digitais,4674000,FECHADURA DIGITAL FR200,SC,out.-17,-,-,-
REDES,Redes Empresariais,Wifi Empresarial,4750027,ROTEADOR/ACCESS POINT 300MBPS - AP300,SC,set.-17,4750009 - AP360,-,-
COMUNICACAO,Comunicacao Corporativa,Comunicacao Corporativa,4420004,SGA 4000 SISTEMA DE GERENC DE AUDIO,SC,ago.-17,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580194,HDCVI 3116 GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 3000 - 1080P@15FPS,SC,ago.-17,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580274,HDCVI 3116 C/ HD 4TB - GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 3000 - 1080P@15FPS COM HD DE 4TB INSTALADO,SC,ago.-17,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4320082,CENTRAL DIGITAL IMPACTA 16 (2TA + 4RA),SC,jul.-17,4320010- CENTRAL DIGITAL IMPACTA 16,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4340800,SISTEMA DE COMUNICAÇÃO TELEFÔNICA MINICOM SLIM,SC,jul.-17,4340802- COMUNICACAO TELEFONICA MINICOM,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4340801,SISTEMA DE COMUNICAÇÃO TELEFÔNICA MINICOM PLUS,SC,jul.-17,4340802- COMUNICACAO TELEFONICA MINICOM,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4450018,CENTRAL IMPACTA 68I (2TA+4RA),SC,jul.-17,4450017- CENTRAL IMPACTA 68I,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4450023,CENTRAL IMPACTA 68I (30TD+2TA+16RA)OP,SC,jul.-17,4450017- CENTRAL IMPACTA 68I,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4450054,CENTRAL IMPACTA 40 (2/7/1),SC,jul.-17,4450000- CENTRAL IMPACTA 40 2/4,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletricas,4527000,FECHADURA ELÉTRICA CILINDRO FIXO FFX 1000,SC,jul.-17,4679000 (FX 2000),-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565122,CAMERA DE TV P/ SIST. SEG. VHD 5040 VF - GERAÇÃO 2,SC,jul.-17,4565123 - VHD 5250 Z,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565132,"* VHD 1120 D G2 LT - GERAÇÃO 2 ED. LIMITADA - CÂMERA DOME INFRAVERM. HDCVI; HD (720P); LENTE 2.8MM; SENSOR 1/4""; 20M IR; INSTALAÇÃO INTERNA",SC,jul.-17,4565255 - VHD 1120 D G4,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565133,"* VHD 1120 B G2 LT - GERAÇÃO 2 ED. LIMITADA - CÂMERA BULLET INFRAVERM. HDCVI; HD (720P); LENTE 2.8MM; SENSOR 1/4""; 20M IR; INSTALAÇÃO INTERNA E EXTERNA",SC,jul.-17,4565256 - VHD 1120 B G4,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565134,"* VHD 3120 D G2 LT - GERAÇÃO 2 ED. LIMITADA - CÂMERA DOME INFRAVERM. HDCVI; HD (720P); LENTE 2.8MM; SENSOR 1/4""; 20M IR; INSTALAÇÃO INTERNA E EXTERNA",SC,jul.-17,4565257 - VHD 3120 D G4,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565135,"* VHD 3130 B G2 LT - GERAÇÃO 2 ED. LIMITADA - CÂMERA BULLET INFRAVERM. HDCVI; HD (720P); LENTE 2.8MM; SENSOR 1/4""; 30M IR; INSTALAÇÃO INTERNA E EXTERNA",SC,jul.-17,4565258 - VHD 3120 B G4,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565223,"VHD 3140 VF - CÂMERA BULLET INFRAVERMELHO VARIFOCAL HDCVI; 720P; 40M IR; 2,7 À 12MM; INSTALAÇÃO INTERNA E EXTERNA",AM,jul.-17,4565237 (VHD 3140 VF G3),-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,-,4612010,ACIONADOR MANUAL SECURILINE UMIDADE IP-66,SC,jul.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Alarmes de Incendio,4615028,SINALIZADOR ACÚSTICO E VISUAL SAV 340,SC,jul.-17,-,(4615004) SINALIZADOR AUDIOVISUAL VALKYRIE IP-65,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4616641,"CABO DE ALARME DE INCÊNDIO BLINDADO 2X0,75MM²",SC,jul.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4616642,"CABO DE ALARME DE INCÊNDIO BLINDADO 2X1,50MM²",SC,jul.-17,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671093,FECHADURA ELETROIMA FE10150,SC,jul.-17,-,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760026,SWITCH 5 PORTAS GIGA ETHERNET - SG 500  ,SC,jul.-17,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565213,"VHD 3220 D - FULL HD - CÂMERA DOME INFRAVERMELHO HDCVI; 1080P; SENSOR 1/3""; 3,6MM; 20M IR; INSTALAÇÃO INTERNA E EXTERNA",AM,jun.-17,4565233 (VHD 3220 D G3 Full HD),-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4630100,CENTRAL DE ILUMINAÇÃO LUME 1000         ,SC,jun.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Iluminacao de Emergencia,4630200,CENTRAL DE ILUMINAÇÃO LUME 2000         ,SC,jun.-17,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671035,Fechadura Eletroimã FS150 12V C/ KT Universal Prata C/ Senso,SC,jun.-17,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4681006,Leitores LEITOR PROX WIEGAND - MIFARE 34bits LE203,SC,jun.-17,-,(4681020) LEITOR DE CARTAO RFID PROX LE 130 MF,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4681007,LEITOR DE CARTÃO RFID PROX LE 112E OEM - IAUT,SC,jun.-17,-,(4681021) LEITOR DE CARTAO RFID PROX LE 130,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4005017,SF 2400 QR - Switch 24P Fast QoS          ,SC,mai.-17,4760034 (SF 2400 QR+),-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4005064,SWITCH 8 PORTAS GIGABIT ETHERNET COM QOS,SC,mai.-17,4760035 (SG 800 Q+),-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4005065,SF 1600 D - Switch 16P Fast QoS,SC,mai.-17,4760033 (SF 1600 Q+),-,-
CONSUMO,Comunicacao HO,Telefonia,4110006,TELEFONE CELULAR FIXO GSM - CF4000 - INTELBRAS,SC,mai.-17,4114201 (CF 4201),-,-
CONSUMO,Comunicacao HO,Telefonia,4110019,CELULAR FIXO GSM CFA4012,SC,mai.-17,4114211 (CFA 4211),-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4565118,CAMERA DE TV P SISTEMAS DE SEGURANCA VHD 3130 VF,SC,mai.-17,4565223 (CAMERA DE TV P/ SIST. DE SEGURANCA VHD 3140 VF),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580127,HDCVI 3108 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 08 CANAIS - SÉRIE 3000 - 1080p@15FPS,SC,mai.-17,4580285 (MHDX 3008- MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580137,HDCVI 5032 H - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 32 CANAIS - SÉRIE 5000 - 1080p@30FPS,SC,mai.-17,4580174 (HDCVI 3132 M),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580184,HDCVI 1004 - GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 04 CANAIS - SÉRIE 1000 - 1080N@30FPS,SC,mai.-17,4580265 4580275 (MHDX 1004 - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580185,HDCVI 1008 - GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 08 CANAIS - SÉRIE 1000 - 1080N@12FPS,SC,mai.-17,4580266 4580276 (MHDX 1004 C/ HD 1TB MANAUS - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580186,HDCVI 1016 - GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 1000 - 1080N@12FPS,SC,mai.-17,4580267 (MHDX 1016 - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580189,HDCVI 1004 C/ HD 1TB GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 04 CANAIS - SÉRIE 1000 - 1080N@30FPS com HD de 1TB instalado,SC,mai.-17,4580269 4580278 (MHDX 1004 C/ HD 1TB - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580190,HDCVI 1008 C/ HD 2TB GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 08 CANAIS - SÉRIE 1000 - 1080N@12FPS com HD de 2TB instalado,SC,mai.-17,4580271 4580280 (MHDX 1008 C/ HD 2TB - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580191,HDCVI 1008 C/ HD 1TB GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 08 CANAIS - SÉRIE 1000 - 1080N@12FPS com HD de 1TB instalado,SC,mai.-17,4580270 4580279 (MHDX 1008 C/ HD 1TB - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580192,HDCVI 1016 C/ HD 1TB - GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 1000 - 1080N@12FPS com HD de 1TB instalado,SC,mai.-17,4580272 (MHDX 1016 C/ HD 1TB - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580193,HDCVI 1016 C/ HD 3TB - GERAÇÃO 2 - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 1000 - 1080N@12FPS com HD de 3TB instalado,SC,mai.-17,4580273 (MHDX 1016 C/ HD 3TB - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580196,HDCVI 1016 C/ HD 1TB - GERAÇÃO 2 MANAUS - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 1000 - 1080N@12FPS com HD de 1TB instalado,AM,mai.-17,4580281 (MHDX 1016 C/ HD 1TB MANAUS - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580197,HDCVI 1016 C/ HD 3TB - GERAÇÃO 2 MANAUS - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 1000 - 1080N@12FPS com HD de 3TB instalado,AM,mai.-17,4580282 (MHDX 1016 C/ HD 3TB MANAUS - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580198,HDCVI 1016 - GERAÇÃO 2 MANAUS - GRAVADOR DIGITAL DE VÍDEO TRÍBRIDO 16 CANAIS - SÉRIE 1000 - 1080N@12FPS,AM,mai.-17,4580267 (MHDX 1016 - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,HD,4600138,WD4NPURX - HD Purple NV 4TB para CFTV de médio porte até 64 câmeras,SC,mai.-17,4600064 (Disco Rígido WD Purple 4TB - WD40PURX),-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4681017,LEITOR CADASTRADOR BIOMÉTRICO CM302,SC,mai.-17,4681025 (LEITOR CADASTRADOR BIOMETRICO COM RFID CM 350),-,-
REDES,Redes Opticas,Roteadores,4710003,PLACA PCI WIRELESS N 150MBPS WPN 200 EXPRESS,SC,mai.-17,-,-,-
REDES,Redes Opticas,Roteadores,4750021, ROTEADOR WIRELESS N300 – WRN 300,SC,mai.-17,4750037 (ROTEADOR WIRELESS IWR 3000N),-,-
REDES,Redes Opticas,Roteadores,4750023, REPETIDOR WIRELESS N150 – NPLUG,SC,mai.-17,4750050 (REPETIDOR WIRELESS IWE 3000N),-,-
REDES,Redes Opticas,Roteadores,4750025, ROTEADOR WIRELESS N150 – WRN 150 CKD,SC,mai.-17,4750036 (ROTEADOR WIRELESS IWR 1000N),-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760025,SF 500 - Switch 5P Fast ,SC,mai.-17,-,-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4060004,TELEFONE IP - TIP 100 LITE,SC,abr.-17,4060015 (TIP 120 LITE),-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4060006,TELEFONE IP - TIP 100 LITE PLIGG,SC,abr.-17,4060015 (TIP 120 LITE),-,-
CONTROLE DE ACESSOS,Controle de Acesso Residencial,Porteiros Residenciais,4526000,PORTEIRO RESIDENCIAL PR1000,SC,abr.-17,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563114,"VIP E5120 - CÂMERA IP SPEED DOME HD (1.3 MEGAPIXELS - 960P), 20X ZOOM ÓPTICO, PoE+, CÚPULA ANTIVANDALISMO IK10, IP66",SC,abr.-17,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563208,"VIP E5212 - CÂMERA IP SPEED DOME FULL HD (2 MEGAPIXELS - 1080P), ZOOM ÓPTICO 12X , PoE, IK10, IP66",SC,abr.-17,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563815,Mesa De Controle VT 500,SC,abr.-17,4563814 (VTN 2000),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564137,"VIP S3130 VF - CÂMERA IP BULLET HD (1.3 MEGAPIXELS - 960P), LENTE VARIFOCAL MANUAL DE 2.7 ~ 12mm , PoE, IR INTELIGENTE DE 30 METROS, IP66",SC,abr.-17,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564139,"VIP E3330 Z - CÂMERA IP BULLET 3MP (3 MEGAPIXELS - 1536P), ZOOM ÓPTICO DE 4.4X (LENTE VARIFOCAL MOTORIZADO DE 2.7 ~ 12mm), AJUSTE AUTOMÁTICO DE FOCO, PoE, IR INTELIGENTE DE 30 METROS, IP66",SC,abr.-17,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564142,"VIP E4320 Z - CÂMERA IP DOME 3MP (3 MEGAPIXELS - 1536P), ZOOM ÓPTICO DE 4.4X (LENTE VARIFOCAL MOTORIZADO DE 2.7 ~ 12mm), AJUSTE AUTOMÁTICO DE FOCO, CÚPULA ANTIVANDALISMO IK10, PoE, IR INTELIGENTE DE 20 METROS, IP66",SC,abr.-17,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564146,"VIP S4020 IK - CÂMERA IP DOME HD (1 MEGAPIXEL - 720P), LENTE FIXA DE 3.6 mm, CÚPULA ANTIVANDALISMO IK10, PoE, IR INTELIGENTE DE 20 METROS, IP66",SC,abr.-17,-,-,-
SEGURANCA ELETRONICA,CFTV IP,CFTV IP,4580182,SHOWROOM - MALETA DEMONSTRACAO CFTV IP,SC,abr.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4612003,ACIONADOR MANUAL ENDEREÇAVEL C/PORTA CHAVE IP20,SC,abr.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Alarmes de Incendio,4616503,Caixa Filtro Aspiração TH,SC,abr.-17,4616584 (FILTRO DE AR PEQUENO * FBS 25PC EFN 5ER -1042),-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4681000,CONTROLADOR DE ACESSO DIGIPROX SA 200,SC,abr.-17,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4682008,CONTROLADOR DE ACESSO DIGIPROX SA 202,SC,abr.-17,4682036 (CONTROLADOR DE ACESSO DIGIPROX SA 202),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562031,CAMERA INFRAVERMELHO VM 3150 IR,AM,mar.-17,-,4565223 (VHD 3140 VF),-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562033,VHD 1010 D 3.6mm - Câmera Dome Infravermelho HDCVI; 720p; 10m IR; Instalação Interna,AM,mar.-17,4565230 (Camera de TV p/ Sist. Seg. - VHD 1010 D - Geracao 3),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562034,VHD 1010 B 3.6mm - Câmera Bullet Infravermelho HDCVI; 720p; 10m IR; Instalação Interna e Externa,AM,mar.-17,4565231 (Camera de TV p/ Sist. Seg. - VHD 1010 B - Geracao3),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563115,"VIP E5120 IR - CÂMERA IP SPEED DOME HD (1.3 MEGAPIXELS - 960P), IR INTELIGENTE DE 100 METROS, 20X ZOOM ÓPTICO, PoE+, IP66",SC,mar.-17,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4563116," 
CÂMERA INFRA-VERMELHO VHD 1010 D 3.6mm",SC,mar.-17,4565230 (Camera de TV p/ Sist. Seg. - VHD 1010 D - Geracao 3),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4563117,CÂMERA INFRA-VERMELHO VHD 1010 B 3.6mm,SC,mar.-17,4565231 (Camera de TV p/ Sist. Seg. - VHD 1010 B - Geracao3),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564148,"VIP E3250 Z - CÂMERA IP BULLET FULL HD (2 MEGAPIXELS - 1080P), ZOOM ÓPTICO DE 4.4X (LENTE VARIFOCAL MOTORIZADO DE 2.7 ~ 12mm), AJUSTE AUTOMÁTICO DE FOCO, PoE, IR INTELIGENTE DE 50 METROS, IP66",SC,mar.-17,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565217,CAMERA DE TV P/ SIST. SEG. - VHD 1120 B - GERACAO 2,AM,mar.-17,4565226 (VHD 1120 B - G3 - MULTI-HD®),-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580113,"NVD 1008 P - GRAVADOR DIGITAL DE VÍDEO EM REDE PARA ATÉ 8 CANAIS IP EM FULL HD @ 30 FPS, POSSUI 4 PORTAS PoE+, ARMAZENAMENTO PARA 1 HD DE ATÉ 8TB",SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Comunicacao Corporativa,4600095,Placa Eletrônica Driver P/ LED 5W,SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4630004,CENTRAL DE ILUMINAÇÃO 24V 10 CIRCUITOS-2,SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4630501,PAINEL REBAIXADOR DE TENSÃO RT288 4MOD.,SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4631001,LUMINARIA ILUME CENTRALIZADA LED - 5W –,SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4631003,LUMINÁRIA LED CENTRALIZADA 24 Vcc,SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Incendio E Iluminacao,4631011,KIT FAROL LED 2x10W 24VCC SUPORTE ALUMINO (Imediato),SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Iluminacao de Emergencia,4633144,NEW SLIM CENTRALIZADA BASE,SC,mar.-17,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4682027,Controle de Acesso Stand-Alone SA 310 (TCL/125KHZ/500BIO),SC,mar.-17,4682006 - CONTROLADOR DE ACESSO BIO INOX SS 310,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4710004,POE 200 G - Injetor PoE  802.3af Gigabit,SC,mar.-17,4710010 (POE 200 AT),-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760004,SF 802 AF - Switch 8P Fast PoE 802.3af,SC,mar.-17,4760032 (SF 900 POE),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562028,"CAMERA INFRAVERMELHO VM 3130 IR 3,6 mm CZ",AM,fev.-17,"4562024 (VM 3130 IR 3,6 mm)",-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562029,"VM 3120 IR CZ 3,6mm - Câmera Bullet Infravermelho Cinza; 960H=720TVL; 20m IR; Instalação Interna e Externa",AM,fev.-17,-,4562044 (VM 3120 IR G3),-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565107,"VHD 5020 D - Câmera Profissional Dome Infravermelho HDCVI; 1080p; 3,6mm; 20m IR; Menu OSD; Instalação Interna e Externa",SC,fev.-17,-,4565214 (VHD 3230 D) / 4565122 (VHD 5040 VF),-
REDES,Redes Empresariais,Radios Banda Larga,4750032,APC 5M+ - BaseStation / PTP 5 GHz 2 conectores N p/ ant. externa,SC,fev.-17,4750038 (APC 5A),-,-
REDES,Redes Empresariais,Radios Banda Larga,4750033,APC 5M-18+ - CPE / PTP 5 GHz com antena de 18 dBi,SC,fev.-17,4750040 (APC 5A-20),-,-
REDES,Redes Empresariais,Radios Banda Larga,4750034,APC 5M-90+ - BaseStation 5 GHz com antena de 18 dBi,SC,fev.-17,4750041 (APC 5A-90),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4561200,"VPD 7000 VF - Câmera Profissional Dome; 960H=700TVL; 2,8 à 12mm; WDR double scan; Instalação Interna",SC,jan.-17,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562039,"VM 3120 IR 2,8mm - Geração 2 - Câmera Bullet Infravermelho; 1000TVL; 20m IR; Instalação Interna e Externa",AM,jan.-17,"4562044 (VM 3120 IR 2,8 mm - G3)",-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562041,"VMD 1120 IR 3,6mm - Geração 2 - Câmera Dome Infravermelho; 900TVL; 20m IR; Instalação Interna",AM,jan.-17,4562045 (VMD 1120 IR - G3),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562042,"VM 1120 IR 3,6mm - Geração 2 - Câmera Bullet Infravermelho; 900TVL; 20m IR; Instalação Interna e Externa",AM,jan.-17,4562046 (VM 1120 IR - G3),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565222,"VMD 1010 IR - Geração 2 - Câmera Dome Infravermelho; 900TVL; Sensor 1/4""; 3,6mm; 10m IR; Instalação Interna",AM,jan.-17,4562043 (VMD 1010 IR - G3),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565219,"VHD 3120 D - Geração 2 - Câmera Dome Infravermelho HDCVI; 720p; Lente 2,8mm; Sensor 1/4""; 20m IR; Instalação Interna e Externa",AM,dez.-16,4565227 (VHD 3120 D - G3 - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565220,"VHD 3120 B - Geração 2 - Câmera Bullet Infravermelho HDCVI; 720p; Lente 2,8mm; Sensor 1/4""; 20m IR; Instalação Interna e Externa",AM,dez.-16,4565228 (VHD 3120 B - G3 - MULTI-HD®),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565221,"VHD 3130 B - Geração 2 - Câmera Bullet Infravermelho HDCVI; 720p; Lente 2,8mm; Sensor 1/4""; 30m IR; Instalação Interna e Externa",AM,dez.-16,4565229 (VHD 3130 B - G3 - MULTI-HD®),-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Iluminacao de Emergencia,4616643,"Cabo de Alarme de Incêndio Blindado 2x0,75 + 2x1,50",SC,dez.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4080031,TELEFONE AUDIOPLUS,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4421061,CABO USB IMPACTA,SC,nov.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Residencial,Videos Porteiros Residenciais,4520013,KIT VIDEOPORTEIRO IV7000 HF PRETO,AM,nov.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Residencial,Videos Porteiros Residenciais,4520014,KIT VIDEOPORTEIRO IV7000 HS PRETO,AM,nov.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562022,"VM 3120 IR 3,6mm - Câmera Bullet Infravermelho; 960H=720TVL; 20m IR; Instalação Interna e Externa",AM,nov.-16,4562044 (VM 3120 IR 2.8 G3),4562039 (VM 3120 IR 2.8 G2) ,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562035,"VM 3120 IR 3,6mm - Câmera Bullet Infravermelho; 960H=720TVL; 20m IR; Instalação Interna e Externa",AM,nov.-16,4562044 (VM 3120 IR 2.8 G3),4562039 (VM 3120 IR 2.8 G2) ,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564005,"VIP S3330 - CÂMERA IP MINI BULLET 3MP (3 MEGAPIXELS - 1536P), LENTE 3.6mm , PoE, IR INTELIGENTE DE 30 METROS, IP66",AM,nov.-16,4564009 (VIP S3330 G2),-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565108,"VHD 5030 B - Câmera Profissional Bullet Infravermelho HDCVI; 1080p; 3,6mm; 30m IR; Menu OSD; Instalação Interna e Externa",SC,nov.-16,-,4565122 (VHD 5040 VF),-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580155,"NVD 1008 - GRAVADOR DIGITAL DE VÍDEO EM REDE PARA ATÉ 8 CANAIS IP EM FULL HD @ 30 FPS, ARMAZENAMENTO PARA 1 HD DE ATÉ 8TB",SC,nov.-16,4580188 (NVD 1108),-,-
